Data Extracted from EPA's FLIGHT Tool (http://ghgdata.epa.gov/ghgp),,,,,,,,,,,,,,,,,,,,,,,,,,,
The data was reported to EPA by facilities as of 08/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search Parameters: year=2011-2023; GHGs=ALL; data type=All Direct Emitters; ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACILITY,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY,COUNTY,STATE,ZIP CODE,PARENT COMPANIES,SUBPARTS,"TOTAL REPORTED EMISSIONS, 2011","TOTAL REPORTED EMISSIONS, 2012","TOTAL REPORTED EMISSIONS, 2013","TOTAL REPORTED EMISSIONS, 2014","TOTAL REPORTED EMISSIONS, 2015","TOTAL REPORTED EMISSIONS, 2016","TOTAL REPORTED EMISSIONS, 2017","TOTAL REPORTED EMISSIONS, 2018","TOTAL REPORTED EMISSIONS, 2019","TOTAL REPORTED EMISSIONS, 2020","TOTAL REPORTED EMISSIONS, 2021","TOTAL REPORTED EMISSIONS, 2022","TOTAL REPORTED EMISSIONS, 2023",CHANGE IN EMISSIONS (2022 TO 2023),CHANGE IN EMISSIONS (2011 TO 2023),SECTORS,
US ARMY - FORT BELVOIR,1005367,9820 FLAGLER ROAD,38.692183,-77.133478,FORT BELVOIR,FAIRFAX COUNTY,VA,22060,US GOVERNMENT (%),C,"30,299","31,996","24,356","29,899","28,841","24,093","24,584","26,217","26,011","27,366","28,048","26,728","23,584","3,144","6,715",Other,
US ARMY FORT BLISS,1003631,1741 MARSHALL ROAD,31.820019,-106.431044,EL PASO,EL PASO COUNTY,TX,79916,US GOVERNMENT (%),C,"40,308","33,825","42,552","37,905","35,931","38,083","22,503","34,987","46,894","43,241","45,700","46,671","44,871","1,801","4,562",Other,
US ARMY FORT DETRICK,1005522,810 SCHREIDER STREET,39.434442,-77.446769,FREDERICK,FREDERICK COUNTY,MD,21702,,,"38,261","38,009","36,488","21,361","24,981","1,015","4,482","8,091",0,0,0,0,0,0,0,Other,
US ARMY GARRISON - REDSTONE,1002108,4488 MARTIN ROAD - IMSE-RED-PWE,34.639556,-86.634056,HUNTSVILLE,MADISON COUNTY,AL,35898,US GOVERNMENT (%),C,"28,650","25,473","26,654","27,548","26,348","26,908","25,736","24,807","23,861","24,315","28,151","30,739","13,181","17,557","15,469",Other,
US ARMY IOWA ARMY AMMUNITION PLANT-AMERICAN ORDNANCE LLC,1007086,17575 STATE HWY 79,40.827113,-91.282996,MIDDLETOWN,DES MOINES COUNTY,IA,52638,THE DAY & ZIMMERMANN GROUP INC (100%),C,"59,438","44,540","52,438","54,033","55,667","44,349","45,783","46,567","45,061","46,609","45,762","42,668","37,272","5,396","22,166",Other,
US ARMY JOINT BASE LEWIS-MCCHORD,1001561,2012 Liggett Ave,47.090196,-122.609857,Joint Base Lewis-McChord,PIERCE COUNTY,WA,98433,US GOVERNMENT (%),"C,HH","89,734","87,233","83,806","82,615","77,003","75,889","78,440","84,389","74,601","70,954","69,736","72,235","71,411",824,"18,323",Waste,
US ARMY RADFORD ARMY AMMUNITION PLANT,1001818,4050 Peppers Ferry Road,37.180556,-80.541111,RADFORD,MONTGOMERY COUNTY,VA,24143,US GOVERNMENT (%),C,"314,767","261,088","278,595","288,083","285,813","304,763","196,473","144,686","140,677","149,547","151,114","159,271","157,692","1,579","157,074","Chemicals, Other",
US Air Force Academy,1005492,8120 Edgerton Drive,38.990611,-104.860572,USAFA,EL PASO COUNTY,CO,80840,US GOVERNMENT (%),C,"40,845","31,239","34,857","35,641","29,966","27,500","27,059","26,647","23,936","21,582","24,172","26,691","26,292",399,"14,552",Other,
US Army Fort Drum,1003145,4205 Po Valley Road,44.02534,-75.766577,Fort Drum,JEFFERSON COUNTY,NY,13602,US GOVERNMENT (%),C,"37,515","34,997","37,923","38,411","54,488","49,939","45,626","37,802","39,224","37,654","36,565","42,617","48,747","6,130","11,232",Other,
US CERAMICS LLC,1011216,1300 Commerce Connector,33.169217,-82.368215,Wrens,JEFFERSON COUNTY,GA,30833,US CERAMICS LLC (100%),C,0,0,"35,272","80,997","14,072","25,974","38,517","13,299","40,365","14,853","16,030","13,193","3,489","9,704",0,Other,
"US Ceramics, LLC - Andersonville",1014519,5075 Highway 49 North,32.228549,-84.093738,Andersonville,MACON COUNTY,GA,31711,US CERAMICS LLC (100%),C,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,Other,
US DOE BROOKHAVEN NATIONAL LABORATORY,1002747,53 BELL AVENUE,40.86,-72.869583,UPTON,SUFFOLK COUNTY,NY,11973,US GOVERNMENT (%),C,"45,136","34,444","36,329","37,735","34,572","33,638","32,067","36,073","33,022","31,328","33,036","35,779","32,466","3,313","12,670",Other,
US DOE IDAHO NATIONAL LABORATORY SITE,1002819,,43.536105,-112.945204,IDAHO FALLS,BUTTE,ID,83415,US DOE-ID Operations Office (100%),,"21,509","17,587","20,660","17,078","16,209",0,0,0,0,0,0,0,0,0,0,Other,
US DOE OAK RIDGE NATIONAL LABORATORY,1002109,1 BETHEL VALLEY ROAD,35.924714,-84.390128,OAK RIDGE,ROANE COUNTY,TN,37830,US GOVERNMENT (%),C,"48,425","33,492","33,124","43,728","44,761","36,938","35,731","36,325","34,696","34,789","35,652","35,055","34,204",851,"14,221",Other,
US DOE Y-12 National Security Complex,1006655,301 Bear Creek Road,35.9844,-84.2613,Oak Ridge,ANDERSON COUNTY,TN,37831,US GOVERNMENT (%),C,"70,190","63,181","61,650","58,509","51,707","50,672","50,293","51,011","45,971","46,127","43,813","43,224","42,083","1,141","28,107",Other,
US ENERGY PARTNERS LLC DBA WHITE,1006552,1224 EAST 15TH STREET,38.90005,-98.84066,RUSSELL,RUSSELL COUNTY,KS,67665,STRATEGIC VALUE PARTNERS LLC (100%),"C,II","64,477","56,439",0,0,0,0,0,0,0,0,0,0,0,0,0,Other,
US Foundry Company,1014879,8351 nw 93rd st medley fl,25.85797,-80.33373,Medley,MIAMI-DADE COUNTY,FL,33166,Neenah Enterprises Incorperated (100%),C,0,0,0,0,0,0,0,0,0,0,0,0,"26,158",0,0,Metals,
US GYPSUM - ALIQUIPPA PLANT,1000134,1 WOODLAWN ROAD,40.6278,-80.2389,ALIQUIPPA,BEAVER COUNTY,PA,15001,USG CORP (100%),C,"45,366","48,135","48,741","51,096","50,125","49,810","55,208","52,655","59,285","59,406","70,763","72,365","87,870","15,504","42,503",Minerals,
US GYPSUM - BRIDGEPORT PLANT,1002052,100 DJ NOOTENS DRIVE,34.9627,-85.72787,BRIDGEPORT,JACKSON COUNTY,AL,35740,USG CORP (100%),C,"28,440","29,882","36,472","40,148","40,332","46,298","54,763","57,881","65,077","70,654","86,820","85,341","90,231","4,890","61,791",Minerals,
US GYPSUM - EAST CHICAGO PLANT,1002300,301 RILEY RD,41.65164,-87.4743,EAST CHICAGO,LAKE COUNTY,IN,46312,USG CORP (100%),C,"25,437","24,720","29,453","31,275","34,548","33,563","34,312","33,456","32,444","34,862","39,393","39,785","38,723","1,062","13,287",Minerals,
US GYPSUM - GALENA PARK PLANT,1002303,1201 MAYO SHELL ROAD,29.72261,-95.24271,GALENA PARK,HARRIS COUNTY,TX,77547,USG CORP (100%),C,"23,002","29,832","37,102","38,376","36,668","42,090","47,248","43,224","45,997","48,395","57,628","56,193","43,575","12,617","20,573",Minerals,
US GYPSUM - GYPSUM PLANT,1006123,121 LAKE STREET,41.50422,-82.870783,GYPSUM,OTTAWA COUNTY,OH,43433,USG CORP (100%),C,"22,732","24,080","30,926","3,332","3,697","36,426","39,207","38,365","36,652","34,986","45,020","43,492","41,086","2,406","18,354",Minerals,
US GYPSUM - JACKSONVILLE PLANT,1002245,6825 EVERGREEN AVE,30.38179,-81.63793,JACKSONVILLE,DUVAL COUNTY,FL,32208,USG CORP (100%),C,0,0,"25,277","31,152","31,438","34,421","38,550","28,059","41,644","33,126","41,302","48,830","43,097","5,733",0,Minerals,
US GYPSUM - NORFOLK PLANT,1002306,1424 SOUTH MAIN STREET,36.82579,-76.28625,NORFOLK,NORFOLK CITY,VA,23523,USG CORP (100%),C,0,0,0,0,"25,716","28,419","26,968","26,429","25,858","6,546",0,0,0,0,0,Minerals,
US GYPSUM - PLASTER CITY PLANT,1001998,3810 W EVAN HEWES HWY,32.718311,-115.11152,EL CENTRO,IMPERIAL COUNTY,CA,92243,USG CORP (100%),C,"40,876","41,793","44,987","42,653","51,480","65,336","73,946","75,127","77,263","70,087","69,297","70,059","65,593","4,466","24,717",Minerals,
US GYPSUM - RAINIER PLANT,1002153,29073 DIKE RD.,46.1041,-122.9721,RAINIER,COLUMBIA COUNTY,OR,97048,USG CORP (100%),C,"34,892","43,754","47,134","51,225","53,327","51,428","42,882","46,836","45,237","43,372","46,449","41,135","38,039","3,096","3,147",Minerals,
US GYPSUM - SHOALS PLANT,1006058,11345 STATE ROAD 650,38.650801,-86.781852,SHOALS,MARTIN COUNTY,IN,47581,USG CORP (100%),C,"41,152","47,140","46,622","48,473","49,147","56,962","56,754","55,650","57,983","56,899","57,295","55,383","58,156","2,773","17,004",Minerals,
US GYPSUM - SOUTHARD PLANT,1002312,,35.91239,-98.36044,SOUTHARD,BLAINE,OK,73770,USG CORP (100%),,0,"16,505","18,201","19,899","20,841",0,0,0,0,0,0,0,0,0,0,Minerals,
US GYPSUM - SPERRY PLANT,1002313,13425 210TH STREET,40.984619,-91.189659,MEDIAPOLIS,DES MOINES COUNTY,IA,52637,USG CORP (100%),C,"45,709","53,309","58,396","64,077","59,728","65,154","66,477","56,587","62,428","62,138","68,263","71,751","74,570","2,819","28,861",Minerals,
US GYPSUM - WASHINGTONVILLE PLANT,1002314,86 PPL RD,41.057131,-76.661297,DANVILLE,MONTOUR COUNTY,PA,17821,USG CORP (100%),C,"51,189","62,293","68,112","68,787","61,288","59,156","65,748","65,054","70,707","68,813","88,315","81,067","60,897","20,171","9,708",Minerals,
US LIME COMPANY-ST. CLAIR,1002397,98054 S. 4610 Rd,35.57292,-94.836509,MARBLE CITY,SEQUOYAH COUNTY,OK,74945,US LIME & MINERALS INC (100%),"C,S","214,561","216,017","207,446","237,212","215,309","229,184","218,700","217,686","156,878","156,878","138,912","156,222","141,610","14,612","72,951",Minerals,
US MAGNESIUM LLC,1000030,12819 North Skull Valley Rd,40.913462,-112.734503,Grantsville,TOOELE COUNTY,UT,84029,THE RENCO GROUP INC (100%),C,"805,052","848,267","832,219","502,884","525,569","506,714","455,095","397,764","384,492","310,631","293,585","146,583","13,187","133,396","791,865",Metals,
US MARINE CORPS BASE CAMP LEJEUNE,1004062,12 Post Lane,34.670921,-77.348604,CAMP LEJEUNE,ONSLOW COUNTY,NC,28547,US GOVERNMENT (%),"C,HH","108,627","126,153","180,627","192,801","179,669","164,248","109,010","91,499","86,380","84,041","84,837","83,966","84,380",414,"24,247","Other, Waste",
US MILITARY ACADEMY AT WEST POINT,1005512,667A Ruger Road,41.39407,-73.95932,WEST POINT,ORANGE COUNTY,NY,10996,US GOVERNMENT (%),C,"41,551","40,898","41,038","43,417","34,536","34,989","34,584","30,991","32,110",0,"28,507","1,414","33,887","32,473","7,664",Other,
US Marine Corps MCAGCC Twentynine Palms Environmental Affairs,1002237,BLDG. 1418 4th St,34.23468,-116.0545,TWENTYNINE PALMS,SAN BERNARDINO COUNTY,CA,92278,US GOVERNMENT (%),C,0,0,0,0,"45,191","45,989","55,499","56,891","53,472","49,558","56,543","47,288","38,143","9,146",0,Other,
US Marine Corps MCAGCC Twentynine Palms Natural Resources & Environmental Affairs,1002237,BLDG. 1418 4th St,34.23468,-116.0545,TWENTYNINE PALMS,SAN BERNARDINO COUNTY,CA,92278,US GOVERNMENT (%),C,"34,922","34,859","31,213","41,872",0,0,0,0,0,0,0,0,0,0,0,Other,
US NAVY NAVAL SUPPORT FACILITY INDIAN HEAD,1005937,"3972 Ward Road, Suite 101",38.5966,-77.181599,INDIAN HEAD,CHARLES COUNTY,MD,20640,US GOVERNMENT (%),C,"125,777","125,648","115,543","112,223","85,533","55,712","43,422","38,575","38,515","34,019","33,368","29,306","44,129","14,823","81,648",Other,
US NAVY NSWC CRANE DIV,1006000,300 HWY 361,38.841611,-86.848306,CRANE,MARTIN COUNTY,IN,47522,US GOVERNMENT (%),C,"14,787","24,344","26,303","21,398","24,640","24,728","22,119","24,185","22,112","23,900","23,215","24,166","21,489","2,677","6,702",Other,
"US NAVY, NAVY STATION, NORFOLK",1008027,1510 GILBERT STREET,36.947526,-76.314642,NORFOLK,NORFOLK CITY,VA,23511,US GOVERNMENT (%),C,"113,967","99,405","95,249","97,178","94,984","91,043","87,031","97,815","111,641","109,111","113,841","117,817","110,167","7,650","3,800",Other,
US Nitrogen LLC,1012789,471 Pottertown Road,36.1939,-83.00266,Midway,GREENE COUNTY,TN,37809,DAVIS MINING & MANUFACTURING INC (100%),"C,G,PP,V",0,0,0,0,0,"27,007","104,534","114,257","120,521","123,210","135,127","140,753","125,932","14,822",0,Chemicals,
US OIL & REFINING TACOMA,1007658,3001 MARSHALL AVENUE,47.257694,-122.395259,TACOMA,PIERCE COUNTY,WA,98421,PAR PACIFIC HOLDINGS INC (100%),"C,MM,Y","146,649","165,457","169,124","171,612","139,259","146,049","142,341","139,445","155,836","163,311","134,326","130,279","148,012","17,733","1,363",Refineries,
US PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH,1006646,9000 ROCKVILLE PIKE BLDG 13,39.003914,-77.099119,BETHESDA,MONTGOMERY COUNTY,MD,20892,US GOVERNMENT (%),C,"195,314","174,527","243,476","189,528","166,344","165,912","194,169","207,147","217,987","208,326","194,022","187,507","189,740","2,233","5,574",Other,
US Realm LLC Atlantic Rim,1012680,1662 South Sheridan Avenue,44.782046,-106.948381,Sheridan,SHERIDAN COUNTY,WY,82801,US REALM VENTURES LLC (100%),W,0,0,0,0,0,"102,641","118,125","74,299","93,834","84,947","106,451","124,446","82,248","42,197",0,Petroleum and Natural Gas Systems,
US STEEL - EAST CHICAGO TIN,1001832,101 EAST 129TH STREET,41.661114,-87.478154,EAST CHICAGO,LAKE COUNTY,IN,46312,US STEEL CORP (100%),,"64,424","66,038","74,817","77,768","44,507","51,750","52,977","62,209","57,155",459,467,627,0,0,0,Metals,
US STEEL - GRANITE CITY,1006041,1951 STATE ST,38.6954,-90.1367,GRANITE CITY,MADISON COUNTY,IL,62040,US STEEL CORP (100%),"C,Q,TT","3,695,582","3,749,576","3,915,151","3,656,165","1,929,307","230,331","304,441","1,504,553","3,044,920","2,510,639","2,152,111","1,992,232","1,757,626","234,606","1,937,956","Metals, Waste",
US STEEL - IRVIN WORKS,1000802,,40.3372,-79.9108,West Mifflin,ALLEGHENY COUNTY,PA,15122,US STEEL CORP (100%),"C,Q","425,359","366,249","388,094","401,172","342,544","409,379","366,050","402,678","564,950","371,239","384,878","316,989","362,318","45,329","63,042",Metals,
US STEEL - Minntac,1001621,8819 OLD HIGHWAY 169,47.565,-92.6328,MOUNTAIN IRON,ST. LOUIS COUNTY,MN,55768,US STEEL CORP (100%),"C,Q","1,353,203","1,380,327","1,437,051","1,472,981","1,071,297","1,181,954","1,396,437","1,361,623","1,227,349","1,210,974","1,303,381","1,253,779","1,305,689","51,910","47,514",Metals,
US Silica Company - Millen Plant,1011500,3888 Clayton Road,32.758392,-81.8894,Millen,JENKINS COUNTY,GA,30442,US SILICA HOLDINGS INC (100%),,0,0,0,0,"21,891",0,0,0,"2,096","7,765","11,775","14,962",0,0,0,"Other, Minerals",
US Steel (Clairton Coke),1000124,400 STATE ST,40.3097,-79.8819,CLAIRTON,Allegheny,PA,15025,US STEEL CORP (100%),"C,Q","649,300","669,743","649,108","715,384","717,657","789,577","733,950","916,192","954,171","738,141","796,231","793,104","769,566","23,538","120,266",Metals,
US Steel (Edgar Thomson),1000233,13th Street and Braddock Avenue,40.3925,-79.8564,Braddock,Allegheny,PA,15104,US STEEL CORP (100%),"C,Q","3,860,281","3,990,782","4,106,945","3,408,047","3,046,343","3,517,670","3,603,850","3,656,206","3,639,506","3,471,270","3,661,557","2,996,185","3,576,537","580,352","283,744",Metals,
US Steel (Fairfield Works),1000159,5700 VALLEY ROAD,33.4833,-86.9261,FAIRFIELD,Jefferson,AL,35064,US STEEL CORP (100%),"C,Q,TT","3,009,784","3,540,760","2,887,836","3,251,172","928,835","89,289","80,932","71,421","69,907","171,551","228,039","248,419","243,031","5,388","2,766,753","Metals, Waste",
US Steel - Fairfield Tubular Operations,1001833,5700 VALLEY RD,33.4822,-86.9376,FAIRFIELD,JEFFERSON COUNTY,AL,35064,US STEEL CORP (100%),,"126,997","126,400","131,079","129,968","57,001","73,231","120,257","119,430","117,430",0,0,0,0,0,0,Metals,
US Steel - Fairless Hills Plant,1006391,,40.1647,-74.7468,Fairless Hills,BUCKS COUNTY,PA,19030,US STEEL CORP (100%),C,"31,762","31,867","33,719","34,888","25,322","28,555","31,421","28,539","28,283","23,479","22,845","19,550","25,241","5,691","6,521",Metals,
US Steel - Great Lakes Works,1001834,1 QUALITY DRIVE,42.2581,-83.13859,ECORSE,WAYNE COUNTY,MI,48229,US STEEL CORP (100%),C,"4,118,038","4,657,377","4,745,674","3,943,137","3,423,186","3,966,348","4,009,793","3,932,381","3,017,640","719,075","153,612","130,216","73,499","56,717","4,044,539",Metals,
US Steel - Keetac,1001618,1 MINE ROAD,47.413883,-93.062672,KEEWATIN,ST. LOUIS COUNTY,MN,55753,US STEEL CORP (100%),"C,Q","245,046","266,747","283,291","232,998","86,043","11,869","188,934","246,915","237,342","91,348","214,214","224,653","231,349","6,695","13,697",Metals,
US Steel - Lorain Tubular Operations,1001619,2199 E 28TH ST,41.44574,-82.12005,LORAIN,LORAIN COUNTY,OH,44055,US STEEL CORP (100%),C,"105,081","115,826","124,048","112,597","61,207","34,974","52,602","52,370","53,181","22,526","1,855","1,646",828,818,"104,253",Metals,
US Steel - Midwest Plant,1001620,6300 US 12,41.620389,-87.170278,PORTAGE,PORTER COUNTY,IN,46368,US STEEL CORP (100%),C,"134,562","133,464","141,625","141,400","117,824","113,308","107,843","117,834","122,128","114,769","124,448","102,791","110,193","7,402","24,369",Metals,
US Steel Corp - Gary Works,1000418,1 NORTH BROADWAY,41.6133,-87.3281,GARY,Lake,IN,46402,US STEEL CORP (100%),"C,Q,TT","11,440,204","10,596,998","11,470,437","10,484,753","8,838,878","9,182,923","9,309,045","9,637,437","9,015,960","8,222,878","10,438,954","10,414,363","10,928,816","514,453","511,388","Metals, Waste",
USA Compression - Morris Compressor Station,1011733,,34.81246,-97.73431,Bradley,GRADY COUNTY,OK,73011,USA COMPRESSION PARTNERS LP (100%),,0,0,0,"25,905","21,864",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
USA Compression - Purdy Compressor Station,1011743,,34.69885,-97.63359,Purdy,GARVIN COUNTY,OK,73052,USA COMPRESSION PARTNERS LP (100%),,0,0,0,"26,412","15,784",0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
USA Compression Partners LLC,1014383,,32.271766,-103.813963,Malaga,EDDY COUNTY,NM,88263,USA COMPRESSION PARTNERS LP (100%),,0,0,0,0,0,0,0,0,0,0,"17,673",0,0,0,0,Petroleum and Natural Gas Systems,
USA VALLEY FAC INC/VALLEY LDFL,1007692,6015 PLEASANT VALLEY RD,40.385174,-79.67939,IRWIN,WESTMORELAND COUNTY,PA,15642,WASTE MANAGEMENT INC (100%),"C,HH","31,849","31,802","21,410","24,442","17,681","18,752","16,468","19,134","21,278","22,849","23,991","23,374","17,725","5,649","14,124",Waste,
USA WASTE OF VIRGINIA LANDFILLS - BETHEL LANDFILL,1007689,100 NORTH PARK LANE,37.07206,-76.42688,HAMPTON,HAMPTON CITY,VA,23666,WASTE MANAGEMENT INC (100%),"C,HH","68,852","62,206","66,012","60,846","71,279","52,266","34,390","34,899","50,746","52,075","50,491","70,872","41,115","29,757","27,737",Waste,
USDA-NATIONAL ANIMAL DISEASE CENTER,1002792,1920 DAYTON AVE,42.047831,-93.580449,AMES,STORY COUNTY,IA,50010,US GOVERNMENT (%),C,"30,116","21,821","31,317","31,548","31,643","29,466","28,855","31,666","28,714","31,376","29,036","27,128","28,205","1,077","1,911",Other,
"USG INTERIORS, LLC - GREENVILLE PLANT",1001999,850 NORTH BROADWAY,33.422436,-91.049392,GREENVILLE,WASHINGTON COUNTY,MS,38701,USG CORP (100%),C,"49,747","45,616","44,507","48,823","49,789","47,409","48,480","42,745","39,823","28,915","31,699","30,911","35,043","4,132","14,705",Minerals,
"USG INTERIORS, LLC - RED WING PLANT",1002000,27384 HWY. 61 BLVD.,44.55706,-92.48415,RED WING,GOODHUE COUNTY,MN,55066,USG CORP (100%),C,"55,377","47,196","35,259","32,629","33,684","29,983","34,916","45,493","38,041","29,648","31,563","32,565","36,897","4,332","18,480",Minerals,
"USG INTERIORS, LLC - WALWORTH PLANT",1006051,208 ADELINE ST,42.535791,-88.601926,WALWORTH,WALWORTH COUNTY,WI,53184,USG CORP (100%),C,"35,545","26,556","38,162","39,588","37,409","34,897","33,146","34,917","27,159","20,034","20,792","17,614","14,321","3,292","21,224",Minerals,
"USG Interiors, Inc.",1001901,35 Arch St.,46.7244,-92.4664,Cloquet,CARLTON COUNTY,MN,55720,USG CORP (100%),C,"72,475","74,542","74,236","72,979","69,085","68,314","73,062","72,621","72,018","64,394","62,418","63,663","65,289","1,627","7,186",Minerals,
USS POSCO INDUSTRIES,1004478,900 LOVERIDGE ROAD,38.02305,-121.85565,PITTSBURG,CONTRA COSTA COUNTY,CA,94565,US STEEL CORP (100%),C,"53,448","49,956","50,214","45,464",0,0,0,0,0,0,0,0,0,0,0,Metals,
"USS-UPI, LLC",1004478,900 LOVERIDGE ROAD,38.02305,-121.85565,PITTSBURG,CONTRA COSTA COUNTY,CA,94565,US STEEL CORP (100%),C,0,0,0,0,"42,566","45,804","43,133","33,058","33,317","35,226","37,886","30,897","28,086","2,810",0,Metals,
UTILITY PLANTS SECTION,1004239,"BLDG 3595, Oak Street",64.82639,-147.64958,FORT WAINWRIGHT,FAIRBANKS NORTH STAR BOROUGH,AK,99703,DOYON LTD (50%); FAIRBANKS SEWER & WATER INC (50%),C,"445,983","471,081","427,745","380,483","391,778","331,449","347,633","335,222","289,133","306,943","300,164","306,320","304,842","1,477","141,141",Power Plants,
UVALDE COMPRESSOR STATION,1014809,,29.173698,-100.331555,Kinney,KINNEY COUNTY,TX,78832,WWM Operating LLC (100%),"C,W",0,0,0,0,0,0,0,0,0,0,0,0,"68,506",0,0,Petroleum and Natural Gas Systems,
UW CENTRAL ENERGY PLANT,1002880,654 N. 19th Steet,41.317005,-105.571106,LARAMIE,ALBANY COUNTY,WY,82071,STATE OF WYOMING (100%),C,"52,624","44,805","48,500","42,537","30,111","31,096","36,475","32,150","32,152","26,171","29,337","31,250","24,844","6,405","27,780",Power Plants,
UW Madison - Charter St.,1007973,117 N. Charter St.,43.07034,-89.4057,Madison,DANE COUNTY,WI,53715,STATE OF WISCONSIN (100%),C,"189,747","140,533","179,922","199,768","153,343","178,620","179,108","193,412","186,690","197,460","181,640","177,902","162,462","15,440","27,285",Power Plants,
UW Madison - Walnut St.,1007758,614 Walnut St.,43.07611,-89.42518,Madison,DANE COUNTY,WI,53705,STATE OF WISCONSIN (100%),,"84,062","57,054","31,427","44,021","47,911","2,135",576,"1,679",0,0,0,0,0,0,0,Power Plants,
UW Milwaukee,1007759,3359 N. Downer Ave.,43.082433,-87.879523,Milwaukee,MILWAUKEE COUNTY,WI,53211,STATE OF WISCONSIN (100%),C,"25,498","20,077","25,154","26,158","23,928","24,581","24,301","25,568","26,375","23,689","23,804","23,526","20,843","2,683","4,655",Power Plants,
UWHARRIE ENVIRONMENTAL,1004831,500 LANDFILL ROAD,35.3338,-79.96474,MOUNT GILEAD,MONTGOMERY COUNTY,NC,27306,REPUBLIC SERVICES INC (100%),HH,"144,153","113,618","147,130","160,457","134,904","82,784","105,281","104,248","88,313","87,365","85,185","70,113","69,761",352,"74,392",Waste,
Uinta Basin - AAPG Province 575,1009165,"1001 17th Street, Suite 1600",39.74933,-104.99275,Denver,,CO,80202,CAERUS OIL & GAS LLC (100%),W,"366,724","417,721","440,990",0,0,0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Uinta Basin - Caerus Uintah,1009165,"1001 17th Street, Suite 1600",39.74933,-104.99275,Denver,,CO,80202,CAERUS OIL & GAS LLC (100%),W,0,0,0,"447,640","326,322","250,569","250,072","220,667","278,645","648,073","693,014","777,947","885,447","107,500",0,Petroleum and Natural Gas Systems,
"Uinta Basin,AAPG Province 575, Gathering & Boosting",1012317,,40.381209,-110.162285,Bluebell,DUCHESNE COUNTY,UT,84007,CAERUS OIL & GAS LLC (100%),W,0,0,0,0,0,"633,419","315,937","256,433","125,282","241,222","267,215","286,343","155,105","131,238",0,Petroleum and Natural Gas Systems,
"Uinta Wax Operating, LLC",1008086,"5128 Apache Plume Road, Suite 300",39.74497,-104.98943,Fort Worth,,TX,76109,CRESCENT POINT ENERGY US CORP (100%),W,0,0,0,0,0,"138,834","273,626","239,557","244,764","297,540","290,964","173,427","216,489","43,062",0,Petroleum and Natural Gas Systems,
"Uinta Wax Operating, LLC",1012145,"5128 Apache Plume Road, Suite 300",32.7456,-97.33903,Fort Worth,TARRANT COUNTY,TX,76109,CRESCENT POINT ENERGY US CORP (100%),W,0,0,0,0,0,0,"32,232","38,136","58,435","52,938","59,031","71,236","42,558","28,679",0,Petroleum and Natural Gas Systems,
Ultium Cells LLC,1014791,7400 Tod Ave SW,41.153337,-80.85705,Warren,TRUMBULL COUNTY,OH,44481,Ultium Cells LLC (100%),C,0,0,0,0,0,0,0,0,0,0,0,0,"41,003",0,0,Other,
Ultra Resources/Green River Basin,1009125,"1400 16th Street, Suite 300",39.649436,-104.98891,Englewood,,CO,80202,PUREWEST ENERGY LLC (100%),W,"239,404","125,362","154,140",0,0,0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Ultra Resources/Marcellus Shale,1008419,"304 Inverness Way South, Suite 295",39.56438,-104.86508,Englewood,DOUGLAS COUNTY,CO,80112,Ultra Petroleum Energy Corporation (100%);,,"44,168","35,518","28,573",64,0,0,0,0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Ultra Resources/Uintah Basin,1011221,116 inverness drive east,39.56501,-104.86522,Englewood,DOUGLAS COUNTY,CO,80112,ULTRA PETROLEUM ENERGY CORP (100%),,0,0,"43,960","43,624","39,425","23,646","21,346",0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
"Unbridled Resources, LLC- Basin 360",1011854,"1000 Main Street, Suite 2900",29.75684399,-95.36567804,Houston,,TX,77002,FOURPOINT ENERGY LLC (100%),W,0,0,0,0,"378,510","683,319","865,344",0,0,0,0,0,0,0,0,Petroleum and Natural Gas Systems,
Union Carbide Corporation-Institute,1012895,,38.3844,-81.7764,Institute,KANAWHA COUNTY,WV,25112,DOW INC (100%),,0,0,0,0,0,0,"113,032","107,859","1,268",650,"1,024",0,0,0,0,Chemicals,
Union Church Station,1008374,2964 Texas Eastern Road,31.630154,-90.75397,Union Church,JEFFERSON COUNTY,MS,39668,Enbridge (US) Inc (100%),"C,W",0,0,0,0,0,"31,274","48,222","57,504","51,415","43,815","66,605","63,390","61,274","2,116",0,Petroleum and Natural Gas Systems,
