Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP4329,55,2,Project Manager,Retail,4,Onsite,37,8,3,2,3,0,2,5,1,3,2,3,South America
EMP4330,35,3,Marketing,Manufacturing,18,Onsite,54,11,5,2,1,1,1,3,0,3,2,3,Africa
EMP4331,55,3,Project Manager,Healthcare,35,Hybrid,38,9,5,2,2,0,1,2,1,4,2,1,South America
EMP4332,57,4,Marketing,Finance,3,Remote,48,6,3,2,3,1,0,1,1,2,2,3,Oceania
EMP4333,32,2,Marketing,Manufacturing,34,Remote,43,9,5,1,1,0,1,4,1,3,1,2,Asia
EMP4334,22,4,Project Manager,Education,13,Hybrid,29,0,4,1,0,1,1,3,2,4,2,2,North America
EMP4335,55,3,Sales,Retail,2,Hybrid,40,9,1,3,0,0,1,4,0,5,1,1,Africa
EMP4336,47,4,Data Scientist,Healthcare,19,Remote,33,1,2,2,2,1,1,4,1,2,0,1,Europe
EMP4337,44,2,Data Scientist,Retail,21,Onsite,53,15,2,1,3,1,2,5,2,5,0,2,Oceania
EMP4338,58,4,Sales,Manufacturing,26,Hybrid,54,15,2,3,0,0,2,4,1,3,0,1,South America
EMP4339,56,1,Marketing,Manufacturing,1,Remote,44,0,1,3,0,1,0,3,0,2,2,3,Europe
EMP4340,40,1,Project Manager,Finance,27,Remote,41,4,1,3,3,1,1,2,0,2,2,1,Oceania
EMP4341,56,2,Marketing,Finance,33,Remote,25,12,1,1,0,0,1,4,0,4,0,2,Oceania
EMP4342,45,2,Project Manager,Retail,7,Remote,21,15,4,1,3,1,1,1,1,5,0,3,Africa
EMP4343,56,3,Designer,Education,17,Remote,53,11,4,2,0,0,1,4,1,1,2,3,Asia
EMP4344,30,2,Sales,IT,2,Onsite,41,0,1,3,0,1,2,4,0,1,1,3,Africa
EMP4345,34,1,Sales,Finance,12,Remote,41,0,1,2,1,0,2,4,1,3,0,2,Africa
EMP4346,57,2,HR,Manufacturing,21,Onsite,42,15,1,2,3,1,1,2,2,3,0,3,Oceania
EMP4347,32,2,Project Manager,Education,1,Onsite,23,14,2,1,0,1,1,1,1,2,2,1,Oceania
EMP4348,46,3,Sales,Manufacturing,20,Remote,41,8,5,2,0,0,1,5,0,1,2,2,South America
EMP4349,40,1,Data Scientist,Healthcare,9,Remote,52,0,2,3,3,1,1,1,0,3,2,2,Oceania
EMP4350,60,2,Data Scientist,Retail,11,Onsite,26,9,5,3,2,1,2,1,0,3,1,1,South America
EMP4351,37,4,Sales,Manufacturing,18,Remote,20,5,2,1,0,0,0,2,1,2,0,1,Asia
EMP4352,54,4,Marketing,IT,12,Onsite,21,0,5,1,2,0,0,1,1,3,1,1,Asia
EMP4353,38,2,Designer,Manufacturing,29,Onsite,24,5,1,2,0,0,0,2,2,3,1,3,Asia
EMP4354,50,4,Designer,Healthcare,33,Remote,58,4,3,3,2,1,2,3,1,2,2,2,Asia
EMP4355,46,1,Project Manager,Finance,15,Hybrid,29,12,4,2,3,0,1,5,2,4,1,2,North America
EMP4356,26,2,Software Engineer,Education,14,Onsite,55,0,3,2,1,1,2,1,1,4,1,2,North America
EMP4357,52,3,Data Scientist,Healthcare,30,Remote,32,7,3,2,1,1,0,1,0,4,2,3,Oceania
EMP4358,51,3,Project Manager,Finance,28,Remote,29,3,4,1,0,0,1,1,0,5,0,3,Europe
EMP4359,30,2,Sales,Healthcare,27,Remote,58,4,2,1,3,1,0,4,0,3,0,3,South America
EMP4360,38,3,Software Engineer,Consulting,19,Onsite,23,10,3,3,3,1,2,1,2,3,0,1,Asia
EMP4361,24,3,Project Manager,Education,30,Onsite,20,2,4,3,1,1,2,4,1,1,1,1,Asia
EMP4362,43,2,Marketing,Retail,26,Hybrid,50,11,1,3,0,1,2,3,0,5,2,3,South America
EMP4363,56,1,Designer,Education,28,Onsite,29,7,4,3,1,0,0,1,2,4,2,3,Europe
EMP4364,36,2,Sales,Retail,16,Onsite,60,1,1,3,2,0,2,2,1,2,1,2,Africa
EMP4365,26,1,Software Engineer,Manufacturing,21,Hybrid,41,3,3,2,3,0,2,5,1,2,2,1,North America
EMP4366,26,2,Marketing,IT,3,Hybrid,28,13,1,1,2,0,2,4,1,2,1,1,South America
EMP4367,37,1,Sales,IT,3,Remote,53,0,3,1,3,0,0,3,0,2,2,1,Africa
EMP4368,59,3,Software Engineer,IT,3,Remote,56,13,2,3,1,0,2,3,0,1,0,2,Africa
EMP4369,58,1,Marketing,Manufacturing,25,Remote,55,1,3,2,0,1,2,2,1,5,2,1,Oceania
EMP4370,36,1,Project Manager,Manufacturing,34,Onsite,33,5,4,3,0,0,2,2,2,3,2,1,Africa
EMP4371,59,1,Designer,Healthcare,16,Hybrid,47,7,3,1,2,0,1,5,0,1,0,1,Asia
EMP4372,56,4,Designer,Education,11,Onsite,33,1,2,1,1,0,1,1,0,5,1,2,North America
EMP4373,23,3,Marketing,Manufacturing,34,Hybrid,44,3,2,3,1,1,0,5,2,3,0,2,South America
EMP4374,24,2,HR,IT,4,Remote,56,13,1,2,2,0,1,3,1,4,2,3,Asia
EMP4375,28,3,Designer,Finance,7,Remote,59,6,3,1,1,0,0,4,1,1,2,2,Oceania
EMP4376,31,1,Data Scientist,Retail,27,Remote,39,2,1,1,3,0,2,5,2,4,0,3,North America
EMP4377,38,4,Project Manager,Finance,25,Onsite,37,6,1,1,0,1,1,3,1,5,0,3,Europe
EMP4378,56,2,Software Engineer,IT,30,Remote,60,3,5,1,0,0,1,1,2,2,0,3,South America
EMP4379,47,4,HR,Consulting,21,Remote,51,6,5,3,2,1,1,1,0,2,1,2,North America
EMP4380,47,4,Marketing,Healthcare,19,Onsite,26,11,5,1,2,1,2,4,0,1,2,3,Europe
EMP4381,43,2,Marketing,Healthcare,19,Remote,46,2,3,2,3,1,2,4,0,1,0,1,Africa
EMP4382,27,3,HR,Finance,33,Remote,33,10,4,3,3,0,1,2,1,1,2,2,North America
EMP4383,25,4,Project Manager,Retail,26,Onsite,23,8,5,1,2,0,0,2,0,2,1,2,Asia
EMP4384,35,4,Project Manager,Retail,3,Remote,21,6,3,2,3,1,1,3,1,4,0,1,North America
EMP4385,50,1,Software Engineer,Finance,22,Onsite,39,1,3,1,1,0,2,3,0,3,0,2,Europe
EMP4386,30,4,Data Scientist,Education,12,Remote,26,11,3,1,2,1,2,2,2,3,2,3,Asia
EMP4387,32,1,Marketing,Consulting,4,Remote,58,3,5,2,0,0,0,1,1,3,0,3,Asia
EMP4388,54,4,Project Manager,Finance,1,Hybrid,48,11,4,3,0,1,0,1,0,5,1,3,Europe
EMP4389,23,1,Data Scientist,Manufacturing,26,Onsite,33,6,3,3,0,1,2,2,0,3,2,3,Europe
EMP4390,29,4,HR,Healthcare,35,Onsite,25,12,4,2,0,0,1,4,0,4,2,3,North America
EMP4391,41,3,Sales,Manufacturing,2,Onsite,48,13,3,2,3,0,2,5,1,3,0,1,North America
EMP4392,39,1,HR,Retail,18,Hybrid,53,3,1,3,2,0,2,3,0,2,2,1,North America
EMP4393,22,1,Project Manager,Education,22,Onsite,60,3,5,3,2,0,0,1,1,2,1,1,Europe
EMP4394,48,3,Software Engineer,Finance,30,Remote,50,8,4,2,1,0,1,3,1,4,0,3,North America
EMP4395,52,1,Data Scientist,Healthcare,23,Hybrid,21,11,5,3,1,1,2,1,0,3,0,3,Europe
EMP4396,28,1,HR,IT,29,Remote,43,9,4,2,1,1,0,1,2,1,2,2,North America
EMP4397,36,4,Sales,Finance,1,Remote,31,8,3,2,0,1,1,4,0,1,0,3,Africa
EMP4398,29,3,HR,IT,33,Onsite,58,5,4,3,2,1,0,5,2,3,0,1,North America
EMP4399,26,1,Designer,IT,32,Hybrid,21,8,5,3,1,0,0,4,1,4,2,3,Oceania
EMP4400,27,2,Software Engineer,Finance,31,Onsite,60,7,1,3,3,1,1,2,1,5,1,2,South America
EMP4401,31,4,Designer,Healthcare,14,Onsite,30,15,4,1,2,1,1,4,2,5,2,3,North America
EMP4402,47,4,Project Manager,Education,19,Remote,30,4,4,3,0,0,1,1,2,4,1,1,Europe
EMP4403,45,2,HR,Finance,28,Remote,49,12,1,3,2,1,1,5,0,5,0,1,Asia
EMP4404,50,4,Project Manager,Consulting,29,Hybrid,33,12,4,1,0,0,0,3,0,3,0,2,South America
EMP4405,46,1,Data Scientist,IT,5,Remote,56,5,3,3,2,0,0,4,1,3,0,3,Europe
EMP4406,24,1,Project Manager,Education,15,Remote,46,14,3,2,3,1,2,4,2,4,1,3,Africa
EMP4407,24,1,Designer,Finance,13,Remote,28,6,4,3,3,0,1,2,2,3,1,3,Asia
EMP4408,53,4,Designer,Retail,9,Onsite,25,7,3,1,0,0,1,5,1,3,0,1,Europe
EMP4409,45,1,Project Manager,Education,26,Remote,57,11,4,2,0,0,0,2,0,3,1,1,Africa
EMP4410,37,2,Project Manager,Healthcare,27,Onsite,52,2,1,3,0,0,1,4,0,1,2,1,Asia
EMP4411,29,2,Software Engineer,Finance,26,Remote,34,15,5,2,3,1,1,5,0,4,2,3,Africa
EMP4412,38,4,HR,Consulting,6,Onsite,56,9,4,3,2,0,1,3,2,3,0,3,Oceania
EMP4413,60,4,Project Manager,Finance,3,Remote,25,11,4,2,3,1,0,1,1,2,2,1,North America
EMP4414,47,2,Designer,Education,29,Onsite,43,1,3,3,3,1,0,4,1,4,2,2,South America
EMP4415,40,4,Data Scientist,Healthcare,10,Hybrid,30,4,5,3,2,0,2,3,2,2,1,1,North America
EMP4416,48,4,Project Manager,Finance,26,Onsite,40,4,5,3,1,1,1,5,2,1,0,2,Oceania
EMP4417,44,2,Software Engineer,Retail,20,Onsite,20,10,5,1,3,0,0,5,2,4,0,2,Europe
EMP4418,37,3,Software Engineer,IT,13,Onsite,50,15,5,3,3,1,2,4,0,3,2,2,Asia
EMP4419,37,1,Software Engineer,Education,25,Hybrid,57,2,3,3,1,1,2,4,1,1,1,3,Oceania
EMP4420,50,3,Designer,Healthcare,4,Remote,48,10,4,1,2,1,0,3,0,5,2,1,North America
EMP4421,57,4,Software Engineer,Healthcare,35,Remote,28,10,2,2,0,0,0,2,2,3,0,2,Europe
EMP4422,42,3,Data Scientist,Healthcare,11,Remote,29,12,2,2,2,1,1,5,0,1,1,3,Africa
EMP4423,24,1,Sales,Manufacturing,1,Hybrid,47,2,5,1,1,1,1,1,0,2,2,1,Asia
EMP4424,25,1,Marketing,Retail,21,Hybrid,45,5,5,3,1,0,0,1,2,2,1,2,South America
EMP4425,39,3,Software Engineer,IT,26,Hybrid,26,9,2,3,3,0,0,4,0,2,2,3,Asia
EMP4426,40,4,Software Engineer,Manufacturing,2,Remote,30,4,2,1,1,0,0,3,2,2,0,3,Europe
EMP4427,29,1,Marketing,Consulting,29,Hybrid,51,7,2,3,2,0,0,2,1,3,2,2,North America
EMP4428,56,4,Data Scientist,Manufacturing,6,Onsite,43,8,3,2,1,1,1,4,2,2,2,2,Asia
EMP4429,29,4,Marketing,Finance,11,Onsite,28,4,1,3,1,1,2,4,0,5,0,3,North America
EMP4430,23,1,Project Manager,Finance,31,Hybrid,51,7,1,3,0,1,0,5,1,1,0,3,South America
EMP4431,49,3,Designer,Healthcare,33,Remote,44,11,4,3,0,0,2,3,1,5,2,1,South America
EMP4432,55,1,Project Manager,Manufacturing,10,Hybrid,27,0,1,3,0,1,1,3,2,3,1,1,North America
EMP4433,38,3,Sales,Healthcare,26,Hybrid,56,12,1,3,0,1,0,3,2,3,2,2,Asia
EMP4434,40,1,Data Scientist,Manufacturing,31,Remote,56,4,4,1,3,1,0,4,2,2,1,3,Oceania
EMP4435,34,3,Marketing,Finance,23,Onsite,40,6,3,3,3,0,0,1,2,4,1,3,North America
EMP4436,52,1,Software Engineer,IT,30,Remote,22,6,5,1,2,0,2,3,2,2,0,1,North America
EMP4437,31,4,Marketing,IT,21,Onsite,22,14,1,3,2,0,1,4,0,4,2,3,South America
EMP4438,54,1,Sales,IT,22,Onsite,60,8,2,3,2,0,2,5,2,1,1,2,Europe
EMP4439,47,2,Software Engineer,Healthcare,24,Remote,45,1,1,2,0,0,0,3,2,2,2,1,Africa
EMP4440,39,3,Project Manager,Manufacturing,1,Onsite,45,5,1,3,3,1,1,1,0,4,0,2,Oceania
EMP4441,52,1,Designer,Manufacturing,34,Onsite,37,15,2,1,1,0,0,3,0,4,2,3,Asia
EMP4442,26,3,Software Engineer,IT,2,Hybrid,56,9,3,1,2,1,1,2,1,3,0,3,South America
EMP4443,34,4,Project Manager,Education,26,Onsite,26,15,1,1,1,0,0,2,2,2,1,2,North America
EMP4444,26,3,Data Scientist,Healthcare,18,Remote,53,4,2,1,3,1,1,5,1,4,2,3,Oceania
EMP4445,50,3,Project Manager,Consulting,5,Remote,23,0,4,2,1,1,2,4,1,4,2,1,South America
EMP4446,51,3,HR,Retail,20,Onsite,47,10,1,2,1,0,0,4,0,1,1,3,North America
EMP4447,55,2,Data Scientist,Manufacturing,19,Remote,20,6,4,3,0,0,0,1,1,3,2,2,Oceania
EMP4448,31,1,Marketing,Healthcare,31,Remote,38,9,4,2,2,1,0,5,0,2,1,1,Europe
EMP4449,48,2,Data Scientist,Healthcare,24,Remote,29,1,2,1,1,0,0,1,0,1,0,3,South America
EMP4450,43,4,Marketing,Consulting,3,Remote,39,1,1,1,1,1,2,3,0,3,2,3,North America
EMP4451,32,3,Marketing,Consulting,1,Onsite,49,7,4,2,2,0,2,5,2,3,1,1,Africa
EMP4452,38,4,Sales,Healthcare,24,Remote,20,1,1,1,3,0,2,5,1,4,2,1,Oceania
EMP4453,30,4,Software Engineer,IT,13,Remote,60,14,4,2,2,0,0,5,1,5,0,3,North America
EMP4454,28,4,HR,Finance,29,Onsite,37,8,2,1,3,1,2,2,1,4,2,3,Asia
EMP4455,30,3,Designer,Manufacturing,28,Remote,47,6,5,3,3,0,2,2,0,4,1,1,Asia
EMP4456,54,1,Project Manager,Retail,7,Remote,38,10,3,1,3,0,1,3,1,2,1,1,Africa
EMP4457,43,4,Software Engineer,IT,27,Onsite,54,0,3,3,2,1,1,3,1,2,1,1,Europe
EMP4458,40,3,Sales,Consulting,34,Onsite,37,9,5,3,0,1,2,5,2,2,2,2,Africa
EMP4459,53,1,Data Scientist,Healthcare,6,Remote,37,4,1,1,3,0,0,4,1,3,1,1,Asia
EMP4460,31,4,Sales,Healthcare,12,Hybrid,29,9,2,3,0,0,0,2,0,4,1,3,South America
EMP4461,35,4,Sales,IT,9,Onsite,29,8,1,3,2,1,2,2,2,4,1,1,Africa
EMP4462,25,2,Software Engineer,Finance,22,Hybrid,58,10,4,3,0,1,1,1,1,4,1,1,Europe
EMP4463,42,2,Marketing,Finance,18,Remote,20,2,3,1,2,0,1,3,1,4,0,2,South America
EMP4464,52,4,Data Scientist,Consulting,22,Onsite,56,2,1,1,3,1,2,2,1,2,1,3,South America
EMP4465,58,4,Software Engineer,Healthcare,3,Hybrid,59,7,4,3,1,0,2,1,2,3,0,3,Europe
EMP4466,51,2,Project Manager,IT,3,Onsite,55,4,1,3,1,0,2,3,1,1,1,2,Asia
EMP4467,55,3,HR,Consulting,33,Hybrid,43,5,4,2,2,0,1,4,2,3,2,1,North America
EMP4468,30,1,Marketing,Healthcare,16,Onsite,30,12,2,3,3,0,2,1,2,1,0,2,South America
EMP4469,28,2,Project Manager,IT,18,Onsite,32,10,3,2,2,1,0,1,1,4,0,3,South America
EMP4470,60,3,Designer,Retail,13,Onsite,39,8,5,2,0,0,0,5,0,4,1,1,North America
EMP4471,45,2,Software Engineer,Consulting,13,Onsite,37,7,4,2,2,0,2,3,2,4,1,1,Europe
EMP4472,51,4,Software Engineer,Manufacturing,23,Onsite,28,4,5,3,1,1,2,4,2,4,1,2,Africa
EMP4473,53,2,Designer,Consulting,7,Hybrid,29,2,1,1,1,0,0,2,0,1,1,2,Africa
EMP4474,24,3,HR,Manufacturing,4,Onsite,25,8,5,2,1,1,2,2,2,4,1,2,Europe
EMP4475,52,3,Marketing,Retail,32,Hybrid,34,12,2,2,2,1,0,5,1,1,1,3,Oceania
EMP4476,27,4,Software Engineer,IT,28,Onsite,54,12,1,2,3,0,2,2,2,4,0,3,South America
EMP4477,43,4,HR,Retail,2,Hybrid,54,14,5,1,0,1,2,3,0,5,0,1,Europe
EMP4478,40,3,Software Engineer,Retail,3,Remote,42,10,4,1,1,1,1,2,1,2,1,1,Africa
EMP4479,36,1,Marketing,Finance,30,Remote,54,14,5,2,2,0,1,2,1,1,2,3,Asia
EMP4480,22,1,Data Scientist,Retail,30,Hybrid,60,3,4,3,2,1,0,5,0,3,0,3,South America
EMP4481,33,2,Designer,Finance,20,Onsite,44,6,3,2,2,1,0,1,2,3,0,1,South America
EMP4482,60,4,Project Manager,Education,23,Onsite,31,4,3,1,2,1,2,1,0,3,1,2,Oceania
EMP4483,28,2,Designer,Healthcare,6,Remote,27,7,4,2,3,1,0,2,2,2,2,3,Africa
EMP4484,33,1,Sales,Finance,13,Onsite,21,3,1,2,0,1,1,1,2,5,2,1,Oceania
EMP4485,53,2,Data Scientist,Healthcare,1,Hybrid,39,6,5,1,1,1,0,2,1,3,0,3,Oceania
EMP4486,56,2,Project Manager,Education,35,Onsite,25,13,2,2,0,0,1,1,1,3,1,3,Europe
EMP4487,34,4,HR,Education,9,Hybrid,51,8,2,1,0,0,2,5,0,4,1,2,Asia
EMP4488,37,1,Designer,Retail,10,Remote,48,12,1,1,1,1,1,3,1,2,2,2,Oceania
EMP4489,22,4,Sales,Education,16,Hybrid,26,9,4,1,1,0,0,5,1,4,0,3,North America
EMP4490,44,3,Data Scientist,Retail,9,Remote,49,6,4,2,2,0,2,1,0,5,0,3,South America
EMP4491,27,1,Sales,Consulting,5,Remote,22,2,4,2,0,0,1,1,2,1,1,3,Europe
EMP4492,49,2,HR,Consulting,14,Hybrid,36,3,1,3,3,0,1,2,2,2,1,1,Europe
EMP4493,55,2,Software Engineer,Finance,9,Onsite,42,9,2,2,1,1,1,2,2,1,1,2,Africa
EMP4494,53,3,Designer,Manufacturing,5,Remote,38,2,3,1,2,1,2,5,2,2,1,1,South America
EMP4495,38,4,Marketing,Education,35,Hybrid,54,3,4,2,3,1,0,5,2,4,1,1,North America
EMP4496,39,3,Sales,IT,34,Remote,31,14,5,1,3,0,0,3,1,3,1,3,Asia
EMP4497,56,3,Marketing,IT,16,Hybrid,44,12,4,3,0,1,2,2,2,4,1,2,Europe
EMP4498,48,3,Marketing,IT,13,Hybrid,43,6,1,1,3,0,0,3,0,4,1,2,Africa
EMP4499,24,4,Designer,Finance,19,Remote,47,4,2,3,3,1,1,5,0,4,0,1,North America
EMP4500,28,3,Designer,Manufacturing,2,Onsite,28,2,1,3,0,1,0,4,1,1,1,2,Oceania
EMP4501,58,4,Software Engineer,Retail,18,Hybrid,33,13,5,1,2,1,0,3,2,3,1,2,Asia
EMP4502,35,1,Software Engineer,Finance,31,Onsite,58,0,2,2,3,0,2,4,0,5,1,3,Africa
EMP4503,60,1,Designer,Healthcare,5,Hybrid,57,0,2,1,1,0,1,3,1,2,2,3,Asia
EMP4504,54,4,HR,Finance,18,Remote,45,14,1,2,2,0,0,2,1,1,2,1,Europe
EMP4505,30,1,Marketing,Manufacturing,30,Remote,32,12,1,2,0,0,0,1,1,4,1,2,Africa
EMP4506,46,3,Software Engineer,Finance,19,Hybrid,22,12,4,2,0,1,1,2,0,4,0,1,Africa
EMP4507,49,1,Designer,Manufacturing,15,Remote,50,9,1,1,3,0,0,3,0,3,0,1,Oceania
EMP4508,47,1,HR,Finance,10,Remote,21,15,2,2,2,0,0,3,2,2,1,2,Oceania
EMP4509,26,4,Sales,Healthcare,6,Remote,60,8,3,3,1,0,1,2,1,4,1,2,South America
EMP4510,47,2,Data Scientist,Retail,20,Hybrid,34,5,3,3,3,0,1,5,0,1,0,1,South America
EMP4511,52,3,Marketing,Healthcare,35,Hybrid,27,5,4,1,1,0,2,2,2,3,1,3,Asia
EMP4512,27,4,HR,IT,23,Onsite,25,10,4,3,3,1,1,4,0,2,0,1,South America
EMP4513,59,4,Project Manager,IT,8,Hybrid,22,13,4,3,1,1,1,1,1,3,2,1,Europe
EMP4514,45,4,Data Scientist,Retail,12,Remote,42,14,3,2,2,1,0,1,1,2,1,3,Asia
EMP4515,29,1,Data Scientist,Manufacturing,9,Hybrid,24,9,1,2,1,1,1,4,0,1,1,2,Europe
EMP4516,60,3,Project Manager,Education,15,Onsite,47,4,5,1,2,0,0,1,2,1,2,1,South America
EMP4517,57,4,Project Manager,Finance,23,Onsite,20,6,5,2,0,0,0,3,0,4,2,1,Oceania
EMP4518,28,2,Sales,Finance,15,Hybrid,52,5,3,3,1,0,2,1,0,1,2,3,South America
EMP4519,23,3,Sales,Manufacturing,17,Onsite,49,9,1,2,2,1,1,3,0,4,2,3,Africa
EMP4520,54,3,Sales,Healthcare,1,Hybrid,56,14,5,1,3,0,1,1,2,3,1,3,South America
EMP4521,25,3,HR,Healthcare,31,Hybrid,30,5,2,1,3,1,0,5,0,5,1,3,Europe
EMP4522,39,4,Designer,Healthcare,28,Hybrid,51,3,4,2,3,0,0,4,2,5,2,2,North America
EMP4523,55,4,Software Engineer,Consulting,25,Remote,59,12,4,1,2,0,0,3,0,1,0,3,South America
EMP4524,26,2,Project Manager,Manufacturing,21,Remote,42,5,2,2,3,0,2,2,0,4,0,1,Asia
EMP4525,45,3,Marketing,Finance,16,Onsite,24,13,1,3,1,1,2,5,0,3,2,2,Africa
EMP4526,56,2,Designer,Retail,8,Hybrid,52,3,1,2,1,1,0,1,1,4,0,3,Asia
EMP4527,52,1,Data Scientist,Consulting,20,Onsite,27,1,5,3,0,0,0,1,2,4,0,3,North America
EMP4528,23,3,Sales,Manufacturing,24,Remote,46,8,2,2,0,0,0,1,0,5,2,3,Europe
EMP4529,43,1,Marketing,IT,12,Hybrid,25,14,5,3,3,1,1,3,2,5,0,1,North America
EMP4530,49,2,Designer,Manufacturing,28,Remote,38,15,1,1,3,1,0,5,1,4,1,2,Africa
EMP4531,34,3,Designer,IT,13,Hybrid,50,15,4,3,2,0,1,5,0,5,0,3,Oceania
EMP4532,49,2,Project Manager,Healthcare,5,Onsite,40,5,2,1,0,1,1,4,2,3,1,2,South America
EMP4533,51,2,Software Engineer,IT,17,Remote,45,14,1,1,3,0,1,4,1,5,0,1,Asia
EMP4534,50,2,Sales,Healthcare,7,Hybrid,48,7,4,1,0,0,2,4,2,4,2,2,Asia
EMP4535,54,4,HR,Consulting,10,Hybrid,43,2,3,1,1,1,1,4,0,4,0,2,South America
EMP4536,24,2,Software Engineer,Education,31,Hybrid,57,1,2,1,0,1,0,2,0,2,1,2,North America
EMP4537,38,1,Software Engineer,Healthcare,1,Onsite,20,12,1,1,3,0,1,4,1,1,1,2,Asia
EMP4538,41,2,Marketing,IT,31,Remote,20,1,1,1,1,0,0,1,0,4,1,2,South America
EMP4539,34,2,Marketing,Healthcare,35,Hybrid,40,4,2,3,1,0,1,2,0,4,0,2,South America
EMP4540,36,1,Data Scientist,IT,32,Remote,45,15,2,3,3,0,2,2,1,1,2,2,Africa
EMP4541,51,3,Software Engineer,Retail,32,Onsite,54,15,3,1,2,1,2,2,1,3,1,3,North America
EMP4542,35,4,HR,Healthcare,5,Onsite,39,13,4,1,3,1,0,1,0,2,1,2,Africa
EMP4543,52,1,Marketing,Education,18,Onsite,51,9,2,2,0,0,2,3,1,2,2,3,Oceania
EMP4544,56,4,Software Engineer,Education,5,Hybrid,35,3,5,2,1,1,2,2,0,5,0,2,Asia
EMP4545,30,3,Data Scientist,IT,27,Onsite,48,5,5,1,2,1,0,5,2,4,1,2,Oceania
EMP4546,59,1,Project Manager,IT,12,Remote,49,9,2,3,0,0,0,3,1,4,0,3,Oceania
EMP4547,60,4,Designer,Retail,35,Onsite,47,15,4,3,0,1,1,5,0,5,2,3,Oceania
EMP4548,45,1,HR,Healthcare,29,Hybrid,36,9,4,2,3,0,2,3,2,5,2,1,Europe
EMP4549,37,4,Designer,Healthcare,17,Hybrid,58,10,3,1,1,1,1,5,1,4,2,3,Oceania
EMP4550,40,4,Data Scientist,Education,18,Onsite,42,3,4,2,2,0,2,2,0,4,2,2,Oceania
EMP4551,30,3,Data Scientist,Healthcare,21,Onsite,48,1,1,2,2,0,1,5,0,3,2,3,Oceania
EMP4552,57,3,Data Scientist,Healthcare,27,Onsite,56,2,3,1,2,1,0,3,1,4,2,1,North America
EMP4553,48,4,Data Scientist,Consulting,3,Remote,58,11,3,1,1,0,2,5,1,4,1,1,South America
EMP4554,51,1,Marketing,Healthcare,14,Onsite,49,11,2,2,3,1,1,4,2,5,1,1,South America
EMP4555,46,4,Designer,Consulting,10,Hybrid,25,4,5,1,1,0,2,4,0,2,1,3,Europe
EMP4556,56,2,Designer,Finance,27,Remote,48,15,3,3,0,1,1,2,1,3,0,1,Europe
EMP4557,25,2,Software Engineer,Consulting,30,Hybrid,20,14,1,2,0,0,1,5,0,1,2,1,Oceania
EMP4558,22,3,Project Manager,Retail,26,Onsite,39,15,4,3,0,0,2,4,2,1,0,3,Oceania
EMP4559,42,3,Software Engineer,Finance,18,Hybrid,43,4,5,1,1,0,2,5,2,1,1,3,North America
EMP4560,40,4,Data Scientist,Finance,7,Hybrid,60,10,3,3,2,1,2,2,1,3,1,1,Asia
EMP4561,51,3,Software Engineer,Retail,26,Onsite,43,2,2,3,0,1,0,1,0,4,1,2,North America
EMP4562,34,1,Marketing,Manufacturing,3,Remote,51,10,3,2,3,1,2,4,2,1,2,2,Europe
EMP4563,34,4,Software Engineer,Healthcare,30,Hybrid,59,5,5,1,3,0,1,5,2,4,0,1,Africa
EMP4564,28,3,Data Scientist,IT,28,Hybrid,56,10,5,3,3,1,1,5,0,1,0,2,Europe
EMP4565,46,3,HR,Finance,27,Remote,39,0,2,3,1,0,1,2,0,1,2,3,Africa
EMP4566,37,4,Marketing,Education,27,Remote,23,1,1,2,0,0,2,1,2,3,1,1,Europe
EMP4567,48,3,Designer,Consulting,25,Hybrid,50,7,5,1,3,0,1,5,2,2,1,3,Asia
EMP4568,32,3,Marketing,Manufacturing,17,Remote,33,1,1,2,0,0,2,1,1,5,0,1,Oceania
EMP4569,28,4,Marketing,IT,32,Hybrid,50,8,4,1,2,0,2,3,1,2,2,2,Africa
EMP4570,41,4,Software Engineer,Retail,22,Onsite,33,3,5,1,1,0,2,5,1,5,2,2,Europe
EMP4571,57,4,Sales,Manufacturing,27,Hybrid,45,0,2,2,1,0,1,2,0,2,1,1,Africa
EMP4572,42,1,Software Engineer,IT,32,Hybrid,53,2,2,1,3,1,0,1,2,3,2,1,Europe
EMP4573,56,1,Project Manager,Consulting,35,Onsite,51,2,1,1,1,1,2,2,1,4,2,3,Europe
EMP4574,57,4,Data Scientist,IT,14,Onsite,24,8,5,1,2,1,2,1,2,5,2,1,Oceania
EMP4575,32,4,Software Engineer,Retail,9,Onsite,34,15,3,2,0,0,1,2,1,1,1,2,South America
EMP4576,57,3,Designer,Healthcare,23,Onsite,25,9,3,3,1,1,0,2,2,3,2,3,Oceania
EMP4577,25,3,HR,Finance,13,Remote,45,11,1,1,1,0,2,1,2,1,0,3,North America
EMP4578,35,1,Data Scientist,Consulting,34,Remote,48,7,5,1,1,0,1,2,0,4,1,3,South America
EMP4579,44,1,Sales,Manufacturing,22,Hybrid,49,2,2,2,2,0,1,2,2,3,2,1,Europe
EMP4580,35,3,Data Scientist,Education,6,Remote,27,5,2,1,0,0,2,2,1,2,2,2,Oceania
